WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,change,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,cat
WBGene00197404,,K03H1.18,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00197518,,F57G12.5,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00198041,,Y59E9AL.37,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00198699,,C06E4.16,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00199465,,T23F2.10,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00199577,,F22F7.9,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00199964,,T05A6.16,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00200024,,Y71A12B.29,Live,ncRNA_gene,1.046487688,4.053466944,,no_change,0,0,0,4.112516198,0,2.166409929,
WBGene00198430,,F08G5.14,Live,ncRNA_gene,18.35482647,4.05184615,0.003462852,no_change,0,0.692063171,5.597234645,72.65445283,14.9371337,16.24807447,
WBGene00044968,,K10H10.11,Live,ncRNA_gene,3303.019817,4.046476621,8.35E-27,up,294.7336722,507.2823041,328.8375354,8767.884534,6363.218956,3556.161899,
WBGene00199674,,K10H10.14,Live,ncRNA_gene,3311.908135,4.045034185,5.77E-27,up,298.1449416,507.2823041,329.5371897,8777.480405,6393.093223,3565.910744,
WBGene00196132,,C34H3.5,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00196355,,F22A3.11,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00196632,,F22F4.8,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00197060,,T03E6.13,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00197462,,C02B4.7,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00197465,,C25F6.14,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00197515,,C49F8.9,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00198366,,F11D5.18,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00200963,,C01B12.10,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00201118,,R09H10.11,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00201409,,C56A3.14,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00201694,,C24A11.13,Live,ncRNA_gene,1.033326929,4.031784397,,no_change,0,0,0,0,1.867141712,4.332819859,
WBGene00201788,,T28D6.15,Live,ncRNA_gene,591.2811866,4.029211792,5.04E-15,up,42.29974,121.803118,40.57995118,1542.193574,1226.712105,574.0986313,
WBGene00199908,,T25C12.8,Live,ncRNA_gene,2.098606674,4.006286513,0.162389992,no_change,0,0,0.699654331,2.741677465,3.734283425,5.416024823,
WBGene00197308,,F55G1.18,Live,ncRNA_gene,1.031387854,4.001022644,,no_change,0,0,0,1.370838733,3.734283425,1.083204965,
WBGene00201540,,C54D2.17,Live,ncRNA_gene,1.031387854,4.001022644,,no_change,0,0,0,1.370838733,3.734283425,1.083204965,
WBGene00201061,,F54D12.19,Live,ncRNA_gene,2.106928282,4.000901925,0.24000837,no_change,0.682253871,0,0,8.225032396,3.734283425,0,
WBGene00196763,,T20B5.4,Live,ncRNA_gene,0.998548727,3.990368485,,no_change,0,0,0,2.741677465,0,3.249614894,
WBGene00197086,,T21B6.9,Live,ncRNA_gene,0.998548727,3.990368485,,no_change,0,0,0,2.741677465,0,3.249614894,
WBGene00198457,,F58A6.12,Live,ncRNA_gene,0.998548727,3.990368485,,no_change,0,0,0,2.741677465,0,3.249614894,
WBGene00201744,,B0495.22,Live,ncRNA_gene,0.998548727,3.990368485,,no_change,0,0,0,2.741677465,0,3.249614894,
WBGene00201606,,C30C11.12,Live,ncRNA_gene,2.052606788,3.986040256,0.253648235,no_change,0,0,0.699654331,0,1.867141712,9.748844682,
WBGene00199466,,F42D1.11,Live,ncRNA_gene,7.777207039,3.983407109,0.011747979,no_change,2.046761613,0,0.699654331,9.595871128,22.40570055,11.91525461,
WBGene00219552,,F53F4.25,Live,ncRNA,2.058989321,3.965699549,0.184321911,no_change,0.682253871,0,0,6.854193663,3.734283425,1.083204965,
WBGene00195840,,F35B12.12,Live,ncRNA_gene,0.996609652,3.963696626,,no_change,0,0,0,4.112516198,1.867141712,0,
WBGene00196245,,R08C7.16,Live,ncRNA_gene,0.996609652,3.963696626,,no_change,0,0,0,4.112516198,1.867141712,0,
WBGene00197682,,R52.11,Live,ncRNA_gene,0.996609652,3.963696626,,no_change,0,0,0,4.112516198,1.867141712,0,
WBGene00198460,,B0416.9,Live,ncRNA_gene,0.996609652,3.963696626,,no_change,0,0,0,4.112516198,1.867141712,0,
WBGene00199708,,C25F6.18,Live,ncRNA_gene,0.996609652,3.963696626,,no_change,0,0,0,4.112516198,1.867141712,0,
WBGene00201236,,F59C12.10,Live,ncRNA_gene,0.996609652,3.963696626,,no_change,0,0,0,4.112516198,1.867141712,0,
WBGene00195662,,T19F4.2,Live,ncRNA_gene,2.026150193,3.962235184,0.24150438,no_change,0.682253871,0,0,8.225032396,0,3.249614894,
WBGene00195597,,Y73F8A.1161,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00196593,,C03F11.7,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00196710,,T21C9.14,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00196721,,F57B10.17,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00196814,,F14F3.8,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00197543,,F57C7.9,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00197798,,T05A6.11,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00198435,,T19D12.14,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00198681,,W06A7.8,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00199063,,T14B4.14,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00199515,,F56B6.7,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00199658,,C09D8.11,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00200284,,T18D3.13,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00200424,,H19M22.9,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00200837,,R04F11.24,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00200850,,C18H7.16,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00201023,,F07C6.7,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00201457,,W01A11.16,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00201629,,C41H7.11,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00201940,,F46F3.22,Live,ncRNA_gene,0.983448892,3.940601026,,no_change,0,0,0,0,3.734283425,2.166409929,
WBGene00219811,,C12C8.8,Live,ncRNA_gene,5.591304668,3.937587942,0.047852408,no_change,2.046761613,0,0,16.45006479,7.468566849,7.582434753,
WBGene00196160,,T14G8.5,Live,ncRNA_gene,2.013950436,3.932339758,0.179205351,no_change,0,0,0.699654331,5.48335493,3.734283425,2.166409929,
WBGene00200707,,Y71G12B.37,Live,ncRNA_gene,20.6093251,3.930365723,2.40E-05,no_change,4.775777096,1.384126341,1.399308661,34.27096832,50.41282623,31.41294398,
WBGene00199751,,T05E11.10,Live,ncRNA_gene,2.030728727,3.927763917,0.257837495,no_change,0.682253871,0,0,0,9.335708562,2.166409929,
WBGene00201708,,Y51H7C.36,Live,ncRNA_gene,2.03236361,3.927750231,0.257737114,no_change,0,0.692063171,0,0,9.335708562,2.166409929,
WBGene00195371,,C30C11.5,Live,ncRNA_gene,0.950609765,3.923931675,,no_change,0,0,0,1.370838733,0,4.332819859,
WBGene00196733,,ZK381.41,Live,ncRNA_gene,0.950609765,3.923931675,,no_change,0,0,0,1.370838733,0,4.332819859,
WBGene00198594,,T24B8.14,Live,ncRNA_gene,0.950609765,3.923931675,,no_change,0,0,0,1.370838733,0,4.332819859,
WBGene00200134,,T24A11.7,Live,ncRNA_gene,0.950609765,3.923931675,,no_change,0,0,0,1.370838733,0,4.332819859,
WBGene00201504,,K01A12.9,Live,ncRNA_gene,0.950609765,3.923931675,,no_change,0,0,0,1.370838733,0,4.332819859,
WBGene00201704,,ZK945.15,Live,ncRNA_gene,0.950609765,3.923931675,,no_change,0,0,0,1.370838733,0,4.332819859,
WBGene00200160,,T28B11.17,Live,ncRNA_gene,3.694132142,3.921324203,0.128642496,no_change,0.682253871,0,0.699654331,16.45006479,0,4.332819859,
WBGene00235109,,Y57G11A.226,Live,ncRNA_gene,7.459482073,3.909430124,0.063853023,no_change,0.682253871,0,2.098962992,23.30425845,18.67141712,0,
WBGene00196079,,C29E6.9,Live,ncRNA_gene,0.94867069,3.894974746,,no_change,0,0,0,2.741677465,1.867141712,1.083204965,
WBGene00197555,,Y67D8A.8,Live,ncRNA_gene,0.94867069,3.894974746,,no_change,0,0,0,2.741677465,1.867141712,1.083204965,
WBGene00198165,,M03A1.10,Live,ncRNA_gene,1.983750767,3.887671772,0.352534328,no_change,0,0,0.699654331,0,11.20285027,0,
WBGene00219550,,B0035.20,Live,ncRNA,1.983750767,3.887671772,0.352534328,no_change,0,0,0.699654331,0,11.20285027,0,
WBGene00199447,,F08B12.10,Live,ncRNA_gene,7.163148076,3.865645979,0.034962656,no_change,2.729015484,0,0,15.07922606,18.67141712,6.499229788,
WBGene00199627,,K03C7.10,Live,ncRNA_gene,3.622880811,3.863246233,0.178446328,no_change,0,1.384126341,0,0,14.9371337,5.416024823,
WBGene00189977,,C47G2.9,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00195816,,C34B4.9,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00195818,,F48C5.5,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00196991,,F26A10.10,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00197479,,F18G5.9,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00197639,,Y39A1B.6,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00197883,,F31E8.13,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00198125,,H28G03.8,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00199141,,R90.9,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00199858,,C40H5.15,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00199989,,D2024.16,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00200668,,ZK39.12,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00200930,,F17E5.5,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00201378,,F13D11.18,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00201596,,C29H12.13,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00201627,,Y71F9AR.9,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00202081,,F08C6.17,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00202315,,F29F11.19,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00202325,,C18C4.16,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00202417,,E01H11.6,Live,ncRNA_gene,0.902670804,3.853380923,,no_change,0,0,0,0,0,5.416024823,
WBGene00195334,,F52E4.9,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00195473,,F41E7.10,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00195552,,C05D12.8,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00195707,,C11G10.3,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00195708,,F37B12.6,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00195781,,T01B10.8,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196027,,C30B5.10,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196166,,F45E4.16,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196346,,T02E9.13,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196398,,W10D5.4,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196618,,F59D12.9,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196963,,Y47H9A.4,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00196995,,Y55F3BR.14,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197106,,F28F5.12,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197367,,W05E10.12,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197410,,F10C1.15,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197506,,F23F12.16,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197574,,C04C11.11,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197869,,D1054.20,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00197995,,F11D5.16,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198406,,T05C12.14,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198478,,Y58A7A.11,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198740,,F56D1.11,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198749,,F52D10.10,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198776,,F26A10.17,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198790,,K02G10.12,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198816,,C12C8.7,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00198828,,F25H8.14,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199010,,C04F1.4,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199079,,R01E6.14,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199147,,F44E7.14,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199160,,C32E12.7,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199284,,H32C10.96,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199302,,R11.7,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199692,,R07H5.12,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00199904,,K04H4.15,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00200314,,K03A11.7,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00200628,,T22B7.18,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00200652,,C16H3.6,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00200774,,W02B12.18,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00200889,,K03C7.13,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201066,,F29F11.16,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201079,,K04B12.7,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201382,,C07A12.15,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201480,,C32A9.5,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201583,,C24B5.9,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201701,,Y49F6A.8,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201763,,W03G1.10,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00201819,,C30D11.5,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00202378,,F37B12.14,Live,ncRNA_gene,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00219638,anr-29,ZC443.9,Live,ncRNA,0.913892488,3.8500465,,no_change,0,0,0,5.48335493,0,0,
WBGene00194690,,T05D4.6,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195517,,C05E11.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195554,,T22E5.8,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195867,,W06G6.18,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195884,,C17E4.14,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195929,,Y51H7BR.9,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195955,,Y71A12C.4,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196038,,Y51H7C.18,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196318,,T01C8.8,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196340,,ZK40.6,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196510,,F52H2.9,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196701,,ZC455.15,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196725,,Y66A7AL.2,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196785,,ZK328.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196853,,T07F10.9,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00196973,,F42A10.12,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197058,,ZK617.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197101,,F46G11.11,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197322,,T05G5.13,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197568,,F49E11.12,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197575,,C30C11.9,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197740,,T21H3.7,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197776,,F52F12.12,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00197972,,F35C11.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00198322,,M153.7,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00198375,,C36F7.17,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00198586,,W01A8.11,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00198945,,T08G5.18,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00198965,,Y7A9D.65,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00199068,,F31A3.7,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00199096,,F19C6.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00199170,,C02D4.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00199217,,ZK973.19,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200186,,T19D2.9,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200312,,F42C5.15,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200351,,Y50D4C.9,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200607,,Y54G2A.67,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200711,,C54D2.15,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200828,,F13D11.17,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200861,,F28A12.6,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00200968,,B0001.12,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00201062,,C54G10.5,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00201430,,Y50D4C.10,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00201491,,F47F6.13,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00201738,,W07G1.21,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00201895,,R08E3.12,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00201945,,C09B9.84,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00202225,,C40C9.16,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00202269,,F23H12.20,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00202278,,T18D3.14,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00235107,,Y41E3.465,Live,ncRNA_gene,0.933570856,3.84479627,,no_change,0,0,0,0,5.601425137,0,
WBGene00195720,,F09E5.18,Live,ncRNA_gene,1.872072627,3.844485248,0.285770047,no_change,0,0,0.699654331,0,1.867141712,8.665639717,
WBGene00195276,,T27E4.13,Live,ncRNA_gene,0.900731729,3.825985035,,no_change,0,0,0,1.370838733,1.867141712,2.166409929,
WBGene00196471,,F57B1.10,Live,ncRNA_gene,0.900731729,3.825985035,,no_change,0,0,0,1.370838733,1.867141712,2.166409929,
WBGene00200706,,K08E4.12,Live,ncRNA_gene,0.900731729,3.825985035,,no_change,0,0,0,1.370838733,1.867141712,2.166409929,
WBGene00200824,,F08C6.15,Live,ncRNA_gene,0.900731729,3.825985035,,no_change,0,0,0,1.370838733,1.867141712,2.166409929,
WBGene00199420,,F21C10.16,Live,ncRNA_gene,3.426041666,3.812374892,0.28301317,no_change,1.364507742,0,0,19.19174226,0,0,
WBGene00196257,,T04C12.17,Live,ncRNA_gene,34.39313236,3.803892341,0.003621312,no_change,9.551554193,0.692063171,3.498271653,108.2962599,82.15423534,2.166409929,
WBGene00194673,,ZK593.11,Live,ncRNA,5.184354464,3.786364371,0.090787622,no_change,0,0,2.098962992,1.370838733,16.80427541,10.83204965,
WBGene00219885,,F09E10.14,Live,ncRNA_gene,1.799311955,3.780344474,,no_change,0,0.692063171,0,6.854193663,0,3.249614894,
